Resultado de la prediccion: 0.679

 Vecinos utilizados para calcular Usuario 31 -> Item 512
[
  [ 94, 0.6467521193487275 ],
  [ 40, 0.6557634332742679 ],
  [ 90, 0.6609803965145139 ],
  [ 16, 0.6628163140180735 ],
  [ 82, 0.6634381591435581 ],
  [ 89, 0.6643823889496774 ],
  [ 86, 0.6659327625285439 ],
  [ 87, 0.6660943672690075 ],
  [ 14, 0.6667231666809008 ],
  [ 66, 0.6675480205696737 ]
]
Resultado de la prediccion: 0.599

 Vecinos utilizados para calcular Usuario 31 -> Item 528
[
  [ 94, 0.6467521193487275 ],
  [ 40, 0.6557634332742679 ],
  [ 90, 0.6609803965145139 ],
  [ 16, 0.6628163140180735 ],
  [ 82, 0.6634381591435581 ],
  [ 89, 0.6643823889496774 ],
  [ 86, 0.6659327625285439 ],
  [ 87, 0.6660943672690075 ],
  [ 14, 0.6667231666809008 ],
  [ 66, 0.6675480205696737 ]
]
Resultado de la prediccion: 0.639

 Vecinos utilizados para calcular Usuario 32 -> Item 128
[
  [ 95, 0.6587231926720711 ],
  [ 16, 0.6627442353619997 ],
  [ 57, 0.6634068839592754 ],
  [ 15, 0.6661965308108634 ],
  [ 13, 0.6669181016215494 ],
  [ 55, 0.6671815242580676 ],
  [ 2, 0.667842932173262 ],
  [ 66, 0.6678602263962935 ],
  [ 0, 0.6682549317688682 ],
  [ 85, 0.6701422747554738 ]
]
Resultado de la prediccion: 0.479

 Vecinos utilizados para calcular Usuario 32 -> Item 348
[
  [ 95, 0.6587231926720711 ],
  [ 16, 0.6627442353619997 ],
  [ 57, 0.6634068839592754 ],
  [ 15, 0.6661965308108634 ],
  [ 13, 0.6669181016215494 ],
  [ 55, 0.6671815242580676 ],
  [ 2, 0.667842932173262 ],
  [ 66, 0.6678602263962935 ],
  [ 0, 0.6682549317688682 ],
  [ 85, 0.6701422747554738 ]
]
Resultado de la prediccion: 0.621

 Vecinos utilizados para calcular Usuario 32 -> Item 480
[
  [ 95, 0.6587231926720711 ],
  [ 16, 0.6627442353619997 ],
  [ 57, 0.6634068839592754 ],
  [ 15, 0.6661965308108634 ],
  [ 13, 0.6669181016215494 ],
  [ 55, 0.6671815242580676 ],
  [ 2, 0.667842932173262 ],
  [ 66, 0.6678602263962935 ],
  [ 0, 0.6682549317688682 ],
  [ 85, 0.6701422747554738 ]
]
Resultado de la prediccion: 0.499

 Vecinos utilizados para calcular Usuario 32 -> Item 664
[
  [ 95, 0.6587231926720711 ],
  [ 16, 0.6627442353619997 ],
  [ 57, 0.6634068839592754 ],
  [ 15, 0.6661965308108634 ],
  [ 13, 0.6669181016215494 ],
  [ 55, 0.6671815242580676 ],
  [ 2, 0.667842932173262 ],
  [ 66, 0.6678602263962935 ],
  [ 0, 0.6682549317688682 ],
  [ 85, 0.6701422747554738 ]
]
Resultado de la prediccion: 0.520

 Vecinos utilizados para calcular Usuario 33 -> Item 670
[
  [ 29, 0.6603450879441511 ],
  [ 96, 0.6617531136786725 ],
  [ 73, 0.6650980903495944 ],
  [ 48, 0.6680329791478393 ],
  [ 35, 0.6682917692467425 ],
  [ 66, 0.6704847746122874 ],
  [ 68, 0.6708780721341012 ],
  [ 92, 0.6710675591181399 ],
  [ 65, 0.6714791293991323 ],
  [ 9, 0.6717281017119401 ]
]
Resultado de la prediccion: 0.460

 Vecinos utilizados para calcular Usuario 35 -> Item 77
[
  [ 16, 0.6428923433191089 ],
  [ 8, 0.6555148758244976 ],
  [ 3, 0.6583825098950442 ],
  [ 12, 0.6617106401805422 ],
  [ 54, 0.6656617141135962 ],
  [ 26, 0.6660252694042139 ],
  [ 27, 0.6660779573329368 ],
  [ 81, 0.6681814919175691 ],
  [ 11, 0.668249045109399 ],
  [ 33, 0.6682917692467425 ]
]
Resultado de la prediccion: 0.519

 Vecinos utilizados para calcular Usuario 35 -> Item 453
[
  [ 16, 0.6428923433191089 ],
  [ 8, 0.6555148758244976 ],
  [ 3, 0.6583825098950442 ],
  [ 12, 0.6617106401805422 ],
  [ 54, 0.6656617141135962 ],
  [ 26, 0.6660252694042139 ],
  [ 27, 0.6660779573329368 ],
  [ 81, 0.6681814919175691 ],
  [ 11, 0.668249045109399 ],
  [ 33, 0.6682917692467425 ]
]
Resultado de la prediccion: 0.440

 Vecinos utilizados para calcular Usuario 35 -> Item 699
[
  [ 16, 0.6428923433191089 ],
  [ 8, 0.6555148758244976 ],
  [ 3, 0.6583825098950442 ],
  [ 12, 0.6617106401805422 ],
  [ 54, 0.6656617141135962 ],
  [ 26, 0.6660252694042139 ],
  [ 27, 0.6660779573329368 ],
  [ 81, 0.6681814919175691 ],
  [ 11, 0.668249045109399 ],
  [ 33, 0.6682917692467425 ]
]
Resultado de la prediccion: 0.520

 Vecinos utilizados para calcular Usuario 35 -> Item 858
[
  [ 16, 0.6428923433191089 ],
  [ 8, 0.6555148758244976 ],
  [ 3, 0.6583825098950442 ],
  [ 12, 0.6617106401805422 ],
  [ 54, 0.6656617141135962 ],
  [ 26, 0.6660252694042139 ],
  [ 27, 0.6660779573329368 ],
  [ 81, 0.6681814919175691 ],
  [ 11, 0.668249045109399 ],
  [ 33, 0.6682917692467425 ]
]
Resultado de la prediccion: 0.380

 Vecinos utilizados para calcular Usuario 36 -> Item 438
[
  [ 92, 0.65286931166885 ],
  [ 81, 0.6565441650298812 ],
  [ 52, 0.6575001707648734 ],
  [ 28, 0.6576475347199026 ],
  [ 16, 0.6600074727079518 ],
  [ 68, 0.6601885818268323 ],
  [ 48, 0.6606848887242944 ],
  [ 69, 0.6609900490932229 ],
  [ 66, 0.6610505072771182 ],
  [ 87, 0.6616124545297768 ]
]
Resultado de la prediccion: 0.441

 Vecinos utilizados para calcular Usuario 36 -> Item 441
[
  [ 92, 0.65286931166885 ],
  [ 81, 0.6565441650298812 ],
  [ 52, 0.6575001707648734 ],
  [ 28, 0.6576475347199026 ],
  [ 16, 0.6600074727079518 ],
  [ 68, 0.6601885818268323 ],
  [ 48, 0.6606848887242944 ],
  [ 69, 0.6609900490932229 ],
  [ 66, 0.6610505072771182 ],
  [ 87, 0.6616124545297768 ]
]
Resultado de la prediccion: 0.420

 Vecinos utilizados para calcular Usuario 36 -> Item 606
[
  [ 92, 0.65286931166885 ],
  [ 81, 0.6565441650298812 ],
  [ 52, 0.6575001707648734 ],
  [ 28, 0.6576475347199026 ],
  [ 16, 0.6600074727079518 ],
  [ 68, 0.6601885818268323 ],
  [ 48, 0.6606848887242944 ],
  [ 69, 0.6609900490932229 ],
  [ 66, 0.6610505072771182 ],
  [ 87, 0.6616124545297768 ]
]
Resultado de la prediccion: 0.540

 Vecinos utilizados para calcular Usuario 36 -> Item 942
[
  [ 92, 0.65286931166885 ],
  [ 81, 0.6565441650298812 ],
  [ 52, 0.6575001707648734 ],
  [ 28, 0.6576475347199026 ],
  [ 16, 0.6600074727079518 ],
  [ 68, 0.6601885818268323 ],
  [ 48, 0.6606848887242944 ],
  [ 69, 0.6609900490932229 ],
  [ 66, 0.6610505072771182 ],
  [ 87, 0.6616124545297768 ]
]
Resultado de la prediccion: 0.720

 Vecinos utilizados para calcular Usuario 36 -> Item 999
[
  [ 92, 0.65286931166885 ],
  [ 81, 0.6565441650298812 ],
  [ 52, 0.6575001707648734 ],
  [ 28, 0.6576475347199026 ],
  [ 16, 0.6600074727079518 ],
  [ 68, 0.6601885818268323 ],
  [ 48, 0.6606848887242944 ],
  [ 69, 0.6609900490932229 ],
  [ 66, 0.6610505072771182 ],
  [ 87, 0.6616124545297768 ]
]
Resultado de la prediccion: 0.541

 Vecinos utilizados para calcular Usuario 37 -> Item 136
[
  [ 71, 0.6676657029570132 ],
  [ 72, 0.6681556094100848 ],
  [ 15, 0.6690174724348271 ],
  [ 0, 0.6690186364821766 ],
  [ 52, 0.6691841937130489 ],
  [ 89, 0.6703872079002077 ],
  [ 96, 0.670756321683863 ],
  [ 44, 0.6717287152835729 ],
  [ 21, 0.6727155132369045 ],
  [ 28, 0.673145853065429 ]
]
Resultado de la prediccion: 0.460

 Vecinos utilizados para calcular Usuario 37 -> Item 153
[
  [ 71, 0.6676657029570132 ],
  [ 72, 0.6681556094100848 ],
  [ 15, 0.6690174724348271 ],
  [ 0, 0.6690186364821766 ],
  [ 52, 0.6691841937130489 ],
  [ 89, 0.6703872079002077 ],
  [ 96, 0.670756321683863 ],
  [ 44, 0.6717287152835729 ],
  [ 21, 0.6727155132369045 ],
  [ 28, 0.673145853065429 ]
]
Resultado de la prediccion: 0.500

 Vecinos utilizados para calcular Usuario 37 -> Item 210
[
  [ 71, 0.6676657029570132 ],
  [ 72, 0.6681556094100848 ],
  [ 15, 0.6690174724348271 ],
  [ 0, 0.6690186364821766 ],
  [ 52, 0.6691841937130489 ],
  [ 89, 0.6703872079002077 ],
  [ 96, 0.670756321683863 ],
  [ 44, 0.6717287152835729 ],
  [ 21, 0.6727155132369045 ],
  [ 28, 0.673145853065429 ]
]
Resultado de la prediccion: 0.480

 Vecinos utilizados para calcular Usuario 37 -> Item 553
[
  [ 71, 0.6676657029570132 ],
  [ 72, 0.6681556094100848 ],
  [ 15, 0.6690174724348271 ],
  [ 0, 0.6690186364821766 ],
  [ 52, 0.6691841937130489 ],
  [ 89, 0.6703872079002077 ],
  [ 96, 0.670756321683863 ],
  [ 44, 0.6717287152835729 ],
  [ 21, 0.6727155132369045 ],
  [ 28, 0.673145853065429 ]
]
Resultado de la prediccion: 0.200

 Vecinos utilizados para calcular Usuario 37 -> Item 566
[
  [ 71, 0.6676657029570132 ],
  [ 72, 0.6681556094100848 ],
  [ 15, 0.6690174724348271 ],
  [ 0, 0.6690186364821766 ],
  [ 52, 0.6691841937130489 ],
  [ 89, 0.6703872079002077 ],
  [ 96, 0.670756321683863 ],
  [ 44, 0.6717287152835729 ],
  [ 21, 0.6727155132369045 ],
  [ 28, 0.673145853065429 ]
]
Resultado de la prediccion: 0.600

 Vecinos utilizados para calcular Usuario 38 -> Item 313
[
  [ 90, 0.6600109944041543 ],
  [ 92, 0.6610900289513859 ],
  [ 55, 0.6632751206663436 ],
  [ 16, 0.66425742632952 ],
  [ 28, 0.6652757052509403 ],
  [ 81, 0.6661915896608095 ],
  [ 73, 0.666242842585045 ],
  [ 45, 0.6663807644734849 ],
  [ 89, 0.6677665421998409 ],
  [ 66, 0.6679133737320138 ]
]
Resultado de la prediccion: 0.461

 Vecinos utilizados para calcular Usuario 38 -> Item 409
[
  [ 90, 0.6600109944041543 ],
  [ 92, 0.6610900289513859 ],
  [ 55, 0.6632751206663436 ],
  [ 16, 0.66425742632952 ],
  [ 28, 0.6652757052509403 ],
  [ 81, 0.6661915896608095 ],
  [ 73, 0.666242842585045 ],
  [ 45, 0.6663807644734849 ],
  [ 89, 0.6677665421998409 ],
  [ 66, 0.6679133737320138 ]
]
Resultado de la prediccion: 0.500

 Vecinos utilizados para calcular Usuario 38 -> Item 583
[
  [ 90, 0.6600109944041543 ],
  [ 92, 0.6610900289513859 ],
  [ 55, 0.6632751206663436 ],
  [ 16, 0.66425742632952 ],
  [ 28, 0.6652757052509403 ],
  [ 81, 0.6661915896608095 ],
  [ 73, 0.666242842585045 ],
  [ 45, 0.6663807644734849 ],
  [ 89, 0.6677665421998409 ],
  [ 66, 0.6679133737320138 ]
]
Resultado de la prediccion: 0.620

 Vecinos utilizados para calcular Usuario 38 -> Item 722
[
  [ 90, 0.6600109944041543 ],
  [ 92, 0.6610900289513859 ],
  [ 55, 0.6632751206663436 ],
  [ 16, 0.66425742632952 ],
  [ 28, 0.6652757052509403 ],
  [ 81, 0.6661915896608095 ],
  [ 73, 0.666242842585045 ],
  [ 45, 0.6663807644734849 ],
  [ 89, 0.6677665421998409 ],
  [ 66, 0.6679133737320138 ]
]
Resultado de la prediccion: 0.481

 Vecinos utilizados para calcular Usuario 39 -> Item 36
[
  [ 81, 0.6600889204583998 ],
  [ 28, 0.6643284759120459 ],
  [ 60, 0.6670163499270987 ],
  [ 51, 0.6678144021105171 ],
  [ 38, 0.6713170786834172 ],
  [ 18, 0.6731496392770517 ],
  [ 71, 0.6750196798379425 ],
  [ 92, 0.6755426544582384 ],
  [ 96, 0.6758315770063169 ],
  [ 68, 0.6762851397158759 ]
]
Resultado de la prediccion: 0.641

 Vecinos utilizados para calcular Usuario 39 -> Item 116
[
  [ 81, 0.6600889204583998 ],
  [ 28, 0.6643284759120459 ],
  [ 60, 0.6670163499270987 ],
  [ 51, 0.6678144021105171 ],
  [ 38, 0.6713170786834172 ],
  [ 18, 0.6731496392770517 ],
  [ 71, 0.6750196798379425 ],
  [ 92, 0.6755426544582384 ],
  [ 96, 0.6758315770063169 ],
  [ 68, 0.6762851397158759 ]
]
Resultado de la prediccion: 0.580

 Vecinos utilizados para calcular Usuario 39 -> Item 178
[
  [ 81, 0.6600889204583998 ],
  [ 28, 0.6643284759120459 ],
  [ 60, 0.6670163499270987 ],
  [ 51, 0.6678144021105171 ],
  [ 38, 0.6713170786834172 ],
  [ 18, 0.6731496392770517 ],
  [ 71, 0.6750196798379425 ],
  [ 92, 0.6755426544582384 ],
  [ 96, 0.6758315770063169 ],
  [ 68, 0.6762851397158759 ]
]
Resultado de la prediccion: 0.521

 Vecinos utilizados para calcular Usuario 39 -> Item 261
[
  [ 81, 0.6600889204583998 ],
  [ 28, 0.6643284759120459 ],
  [ 60, 0.6670163499270987 ],
  [ 51, 0.6678144021105171 ],
  [ 38, 0.6713170786834172 ],
  [ 18, 0.6731496392770517 ],
  [ 71, 0.6750196798379425 ],
  [ 92, 0.6755426544582384 ],
  [ 96, 0.6758315770063169 ],
  [ 68, 0.6762851397158759 ]
]
Resultado de la prediccion: 0.741

 Vecinos utilizados para calcular Usuario 39 -> Item 288
[
  [ 81, 0.6600889204583998 ],
  [ 28, 0.6643284759120459 ],
  [ 60, 0.6670163499270987 ],
  [ 51, 0.6678144021105171 ],
  [ 38, 0.6713170786834172 ],
  [ 18, 0.6731496392770517 ],
  [ 71, 0.6750196798379425 ],
  [ 92, 0.6755426544582384 ],
  [ 96, 0.6758315770063169 ],
  [ 68, 0.6762851397158759 ]
]
Resultado de la prediccion: 0.300

 Vecinos utilizados para calcular Usuario 40 -> Item 66
[
  [ 31, 0.6557634332742679 ],
  [ 68, 0.6578822852201437 ],
  [ 98, 0.658771757005349 ],
  [ 67, 0.6604783011577704 ],
  [ 28, 0.6609450576906836 ],
  [ 48, 0.6645985790697675 ],
  [ 72, 0.6659049759139791 ],
  [ 69, 0.6661904159261787 ],
  [ 84, 0.66622850257421 ],
  [ 88, 0.6662602769589557 ]
]
Resultado de la prediccion: 0.559

 Vecinos utilizados para calcular Usuario 41 -> Item 173
[
  [ 24, 0.6603449037243859 ],
  [ 16, 0.6606503240807171 ],
  [ 57, 0.6615188925259977 ],
  [ 66, 0.6642614972556747 ],
  [ 56, 0.6643221159299527 ],
  [ 64, 0.664332075849691 ],
  [ 0, 0.6651156922437553 ],
  [ 44, 0.6653080329816966 ],
  [ 90, 0.6655607621879531 ],
  [ 99, 0.666756714951458 ]
]
Resultado de la prediccion: 0.320

 Vecinos utilizados para calcular Usuario 41 -> Item 411
[
  [ 24, 0.6603449037243859 ],
  [ 16, 0.6606503240807171 ],
  [ 57, 0.6615188925259977 ],
  [ 66, 0.6642614972556747 ],
  [ 56, 0.6643221159299527 ],
  [ 64, 0.664332075849691 ],
  [ 0, 0.6651156922437553 ],
  [ 44, 0.6653080329816966 ],
  [ 90, 0.6655607621879531 ],
  [ 99, 0.666756714951458 ]
]
Resultado de la prediccion: 0.720

 Vecinos utilizados para calcular Usuario 41 -> Item 521
[
  [ 24, 0.6603449037243859 ],
  [ 16, 0.6606503240807171 ],
  [ 57, 0.6615188925259977 ],
  [ 66, 0.6642614972556747 ],
  [ 56, 0.6643221159299527 ],
  [ 64, 0.664332075849691 ],
  [ 0, 0.6651156922437553 ],
  [ 44, 0.6653080329816966 ],
  [ 90, 0.6655607621879531 ],
  [ 99, 0.666756714951458 ]
]
Resultado de la prediccion: 0.500

 Vecinos utilizados para calcular Usuario 41 -> Item 703
[
  [ 24, 0.6603449037243859 ],
  [ 16, 0.6606503240807171 ],
  [ 57, 0.6615188925259977 ],
  [ 66, 0.6642614972556747 ],
  [ 56, 0.6643221159299527 ],
  [ 64, 0.664332075849691 ],
  [ 0, 0.6651156922437553 ],
  [ 44, 0.6653080329816966 ],
  [ 90, 0.6655607621879531 ],
  [ 99, 0.666756714951458 ]
]
Resultado de la prediccion: 0.480

 Vecinos utilizados para calcular Usuario 41 -> Item 953
[
  [ 24, 0.6603449037243859 ],
  [ 16, 0.6606503240807171 ],
  [ 57, 0.6615188925259977 ],
  [ 66, 0.6642614972556747 ],
  [ 56, 0.6643221159299527 ],
  [ 64, 0.664332075849691 ],
  [ 0, 0.6651156922437553 ],
  [ 44, 0.6653080329816966 ],
  [ 90, 0.6655607621879531 ],
  [ 99, 0.666756714951458 ]
]
Resultado de la prediccion: 0.580

 Vecinos utilizados para calcular Usuario 42 -> Item 68
[
  [ 28, 0.6567437957087586 ],
  [ 81, 0.6602514205125358 ],
  [ 16, 0.6627975542521674 ],
  [ 69, 0.6645412675475464 ],
  [ 41, 0.6669456197586403 ],
  [ 24, 0.6673082441170964 ],
  [ 72, 0.6675450165853583 ],
  [ 17, 0.6694308285914425 ],
  [ 90, 0.670037382138925 ],
  [ 87, 0.6713651641171977 ]
]
Resultado de la prediccion: 0.520

 Vecinos utilizados para calcular Usuario 42 -> Item 936
[
  [ 28, 0.6567437957087586 ],
  [ 81, 0.6602514205125358 ],
  [ 16, 0.6627975542521674 ],
  [ 69, 0.6645412675475464 ],
  [ 41, 0.6669456197586403 ],
  [ 24, 0.6673082441170964 ],
  [ 72, 0.6675450165853583 ],
  [ 17, 0.6694308285914425 ],
  [ 90, 0.670037382138925 ],
  [ 87, 0.6713651641171977 ]
]
Resultado de la prediccion: 0.381

 Vecinos utilizados para calcular Usuario 45 -> Item 231
[
  [ 98, 0.6599013837164791 ],
  [ 48, 0.6627365124226486 ],
  [ 88, 0.6648390155303123 ],
  [ 38, 0.6663807644734849 ],
  [ 24, 0.6722570125237022 ],
  [ 6, 0.6737137569187885 ],
  [ 37, 0.6737579606124994 ],
  [ 94, 0.6740013153434613 ],
  [ 16, 0.6745121570814724 ],
  [ 68, 0.6747242331437133 ]
]
Resultado de la prediccion: 0.500

 Vecinos utilizados para calcular Usuario 45 -> Item 484
[
  [ 98, 0.6599013837164791 ],
  [ 48, 0.6627365124226486 ],
  [ 88, 0.6648390155303123 ],
  [ 38, 0.6663807644734849 ],
  [ 24, 0.6722570125237022 ],
  [ 6, 0.6737137569187885 ],
  [ 37, 0.6737579606124994 ],
  [ 94, 0.6740013153434613 ],
  [ 16, 0.6745121570814724 ],
  [ 68, 0.6747242331437133 ]
]
Resultado de la prediccion: 0.501

 Vecinos utilizados para calcular Usuario 45 -> Item 619
[
  [ 98, 0.6599013837164791 ],
  [ 48, 0.6627365124226486 ],
  [ 88, 0.6648390155303123 ],
  [ 38, 0.6663807644734849 ],
  [ 24, 0.6722570125237022 ],
  [ 6, 0.6737137569187885 ],
  [ 37, 0.6737579606124994 ],
  [ 94, 0.6740013153434613 ],
  [ 16, 0.6745121570814724 ],
  [ 68, 0.6747242331437133 ]
]
Resultado de la prediccion: 0.420

 Vecinos utilizados para calcular Usuario 45 -> Item 624
[
  [ 98, 0.6599013837164791 ],
  [ 48, 0.6627365124226486 ],
  [ 88, 0.6648390155303123 ],
  [ 38, 0.6663807644734849 ],
  [ 24, 0.6722570125237022 ],
  [ 6, 0.6737137569187885 ],
  [ 37, 0.6737579606124994 ],
  [ 94, 0.6740013153434613 ],
  [ 16, 0.6745121570814724 ],
  [ 68, 0.6747242331437133 ]
]
Resultado de la prediccion: 0.641

 Vecinos utilizados para calcular Usuario 47 -> Item 56
[
  [ 48, 0.6614695606780029 ],
  [ 85, 0.6719261080225927 ],
  [ 31, 0.6731825383145604 ],
  [ 68, 0.6733030888790271 ],
  [ 8, 0.6739540665093324 ],
  [ 41, 0.6741636051909593 ],
  [ 96, 0.6754744517637284 ],
  [ 81, 0.6757276740284213 ],
  [ 64, 0.6759361039065518 ],
  [ 15, 0.6762460168879184 ]
]
Resultado de la prediccion: 0.381

 Vecinos utilizados para calcular Usuario 47 -> Item 214
[
  [ 48, 0.6614695606780029 ],
  [ 85, 0.6719261080225927 ],
  [ 31, 0.6731825383145604 ],
  [ 68, 0.6733030888790271 ],
  [ 8, 0.6739540665093324 ],
  [ 41, 0.6741636051909593 ],
  [ 96, 0.6754744517637284 ],
  [ 81, 0.6757276740284213 ],
  [ 64, 0.6759361039065518 ],
  [ 15, 0.6762460168879184 ]
]
Resultado de la prediccion: 0.480

 Vecinos utilizados para calcular Usuario 47 -> Item 376
[
  [ 48, 0.6614695606780029 ],
  [ 85, 0.6719261080225927 ],
  [ 31, 0.6731825383145604 ],
  [ 68, 0.6733030888790271 ],
  [ 8, 0.6739540665093324 ],
  [ 41, 0.6741636051909593 ],
  [ 96, 0.6754744517637284 ],
  [ 81, 0.6757276740284213 ],
  [ 64, 0.6759361039065518 ],
  [ 15, 0.6762460168879184 ]
]
Resultado de la prediccion: 0.539

 Vecinos utilizados para calcular Usuario 48 -> Item 514
[
  [ 95, 0.6483491997974578 ],
  [ 92, 0.6511292396305791 ],
  [ 22, 0.6547262464535549 ],
  [ 0, 0.6574945469083416 ],
  [ 74, 0.6595929064142064 ],
  [ 68, 0.6600277762665535 ],
  [ 36, 0.6606848887242944 ],
  [ 47, 0.6614695606780029 ],
  [ 16, 0.6623857647443374 ],
  [ 45, 0.6627365124226486 ]
]
Resultado de la prediccion: 0.440

 Vecinos utilizados para calcular Usuario 48 -> Item 684
[
  [ 95, 0.6483491997974578 ],
  [ 92, 0.6511292396305791 ],
  [ 22, 0.6547262464535549 ],
  [ 0, 0.6574945469083416 ],
  [ 74, 0.6595929064142064 ],
  [ 68, 0.6600277762665535 ],
  [ 36, 0.6606848887242944 ],
  [ 47, 0.6614695606780029 ],
  [ 16, 0.6623857647443374 ],
  [ 45, 0.6627365124226486 ]
]
Resultado de la prediccion: 0.599

 Vecinos utilizados para calcular Usuario 49 -> Item 212
[
  [ 48, 0.6728708164211616 ],
  [ 82, 0.6738931511676667 ],
  [ 89, 0.6747676546277283 ],
  [ 12, 0.6750371362119534 ],
  [ 10, 0.6754811223003044 ],
  [ 94, 0.6763094705249394 ],
  [ 14, 0.6765320733488166 ],
  [ 73, 0.6777409026598377 ],
  [ 36, 0.6784487278864365 ],
  [ 62, 0.679898945760633 ]
]
Resultado de la prediccion: 0.699

 Vecinos utilizados para calcular Usuario 49 -> Item 223
[
  [ 48, 0.6728708164211616 ],
  [ 82, 0.6738931511676667 ],
  [ 89, 0.6747676546277283 ],
  [ 12, 0.6750371362119534 ],
  [ 10, 0.6754811223003044 ],
  [ 94, 0.6763094705249394 ],
  [ 14, 0.6765320733488166 ],
  [ 73, 0.6777409026598377 ],
  [ 36, 0.6784487278864365 ],
  [ 62, 0.679898945760633 ]
]
Resultado de la prediccion: 0.440

 Vecinos utilizados para calcular Usuario 49 -> Item 533
[
  [ 48, 0.6728708164211616 ],
  [ 82, 0.6738931511676667 ],
  [ 89, 0.6747676546277283 ],
  [ 12, 0.6750371362119534 ],
  [ 10, 0.6754811223003044 ],
  [ 94, 0.6763094705249394 ],
  [ 14, 0.6765320733488166 ],
  [ 73, 0.6777409026598377 ],
  [ 36, 0.6784487278864365 ],
  [ 62, 0.679898945760633 ]
]
Resultado de la prediccion: 0.460

 Vecinos utilizados para calcular Usuario 49 -> Item 655
[
  [ 48, 0.6728708164211616 ],
  [ 82, 0.6738931511676667 ],
  [ 89, 0.6747676546277283 ],
  [ 12, 0.6750371362119534 ],
  [ 10, 0.6754811223003044 ],
  [ 94, 0.6763094705249394 ],
  [ 14, 0.6765320733488166 ],
  [ 73, 0.6777409026598377 ],
  [ 36, 0.6784487278864365 ],
  [ 62, 0.679898945760633 ]
]
Resultado de la prediccion: 0.520

 Vecinos utilizados para calcular Usuario 49 -> Item 823
[
  [ 48, 0.6728708164211616 ],
  [ 82, 0.6738931511676667 ],
  [ 89, 0.6747676546277283 ],
  [ 12, 0.6750371362119534 ],
  [ 10, 0.6754811223003044 ],
  [ 94, 0.6763094705249394 ],
  [ 14, 0.6765320733488166 ],
  [ 73, 0.6777409026598377 ],
  [ 36, 0.6784487278864365 ],
  [ 62, 0.679898945760633 ]
]
Resultado de la prediccion: 0.600

 Vecinos utilizados para calcular Usuario 50 -> Item 38
[
  [ 68, 0.6595722109818212 ],
  [ 16, 0.6699448660052822 ],
  [ 48, 0.6705432620390898 ],
  [ 52, 0.6714576582826556 ],
  [ 8, 0.6716213583071526 ],
  [ 98, 0.6718766840720876 ],
  [ 57, 0.6730586066078558 ],
  [ 34, 0.6756641637649858 ],
  [ 71, 0.6757941461991681 ],
  [ 51, 0.6760839099894154 ]
]
Resultado de la prediccion: 0.300

 Vecinos utilizados para calcular Usuario 50 -> Item 213
[
  [ 68, 0.6595722109818212 ],
  [ 16, 0.6699448660052822 ],
  [ 48, 0.6705432620390898 ],
  [ 52, 0.6714576582826556 ],
  [ 8, 0.6716213583071526 ],
  [ 98, 0.6718766840720876 ],
  [ 57, 0.6730586066078558 ],
  [ 34, 0.6756641637649858 ],
  [ 71, 0.6757941461991681 ],
  [ 51, 0.6760839099894154 ]
]
Resultado de la prediccion: 0.540

 Vecinos utilizados para calcular Usuario 50 -> Item 347
[
  [ 68, 0.6595722109818212 ],
  [ 16, 0.6699448660052822 ],
  [ 48, 0.6705432620390898 ],
  [ 52, 0.6714576582826556 ],
  [ 8, 0.6716213583071526 ],
  [ 98, 0.6718766840720876 ],
  [ 57, 0.6730586066078558 ],
  [ 34, 0.6756641637649858 ],
  [ 71, 0.6757941461991681 ],
  [ 51, 0.6760839099894154 ]
]
Resultado de la prediccion: 0.381

 Vecinos utilizados para calcular Usuario 51 -> Item 10
[
  [ 16, 0.651701256864159 ],
  [ 29, 0.6517872545982046 ],
  [ 67, 0.6617404500195377 ],
  [ 21, 0.6623343971445407 ],
  [ 70, 0.6631752534451829 ],
  [ 6, 0.6637393128598946 ],
  [ 36, 0.6645414285630322 ],
  [ 52, 0.6650298177344375 ],
  [ 74, 0.6650891019882886 ],
  [ 46, 0.6653906403505395 ]
]
Resultado de la prediccion: 0.521

 Vecinos utilizados para calcular Usuario 51 -> Item 84
[
  [ 16, 0.651701256864159 ],
  [ 29, 0.6517872545982046 ],
  [ 67, 0.6617404500195377 ],
  [ 21, 0.6623343971445407 ],
  [ 70, 0.6631752534451829 ],
  [ 6, 0.6637393128598946 ],
  [ 36, 0.6645414285630322 ],
  [ 52, 0.6650298177344375 ],
  [ 74, 0.6650891019882886 ],
  [ 46, 0.6653906403505395 ]
]
Resultado de la prediccion: 0.400

 Vecinos utilizados para calcular Usuario 51 -> Item 113
[
  [ 16, 0.651701256864159 ],
  [ 29, 0.6517872545982046 ],
  [ 67, 0.6617404500195377 ],
  [ 21, 0.6623343971445407 ],
  [ 70, 0.6631752534451829 ],
  [ 6, 0.6637393128598946 ],
  [ 36, 0.6645414285630322 ],
  [ 52, 0.6650298177344375 ],
  [ 74, 0.6650891019882886 ],
  [ 46, 0.6653906403505395 ]
]
Resultado de la prediccion: 0.559

 Vecinos utilizados para calcular Usuario 51 -> Item 913
[
  [ 16, 0.651701256864159 ],
  [ 29, 0.6517872545982046 ],
  [ 67, 0.6617404500195377 ],
  [ 21, 0.6623343971445407 ],
  [ 70, 0.6631752534451829 ],
  [ 6, 0.6637393128598946 ],
  [ 36, 0.6645414285630322 ],
